            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2433838.500000000, A.D. 1951-Jul-11 00:00:00.0000,  1.661593225365590E-02,  1.471372668985312E+08,  7.342780461889873E-03,  3.413821701266896E+02,  1.201515275382286E+02,  2.434013778257539E+06,  1.140459392738479E-05,  1.872883568279414E+02,  1.870516843517773E+02,  1.496233991625783E+08,  1.521095314266255E+08,  3.156622693382932E+07,
2433869.500000000, A.D. 1951-Aug-11 00:00:00.0000,  1.708082659809640E-02,  1.470237178788618E+08,  6.746172492355986E-03,  3.520488123480767E+02,  1.099792295947199E+02,  2.434014203610262E+06,  1.140971274448389E-05,  2.173512994983237E+02,  2.161837058235361E+02,  1.495786447730078E+08,  1.521335716671537E+08,  3.155206516255587E+07,
2433900.500000000, A.D. 1951-Sep-11 00:00:00.0000,  1.724688127248363E-02,  1.469535117247381E+08,  4.869938223650640E-03,  3.571198390088445E+02,  1.065409210741481E+02,  2.434015816803077E+06,  1.141499681244597E-05,  2.462681428236707E+02,  2.444747781435061E+02,  1.495324806651499E+08,  1.521114496055617E+08,  3.153745952933475E+07,
2433930.500000000, A.D. 1951-Oct-11 00:00:00.0000,  1.701183039809194E-02,  1.469750537494826E+08,  4.287780726840666E-03,  3.451771170286232E+02,  1.194832245720705E+02,  2.434016843436597E+06,  1.141658190587167E-05,  2.748314664625044E+02,  2.728858700517154E+02,  1.495186394857679E+08,  1.520622252220533E+08,  3.153308082648172E+07,
2433961.500000000, A.D. 1951-Nov-11 00:00:00.0000,  1.649520680530658E-02,  1.470224526784484E+08,  5.238010684313440E-03,  3.422178417362701E+02,  1.229984795898255E+02,  2.434017428546446E+06,  1.142005847456566E-05,  3.048156918018646E+02,  3.032455611498177E+02,  1.494882929862285E+08,  1.519541332940087E+08,  3.152348132032590E+07,
2433991.500000000, A.D. 1951-Dec-11 00:00:00.0000,  1.612769135423887E-02,  1.470711847452717E+08,  5.969395581398393E-03,  3.513267018157087E+02,  1.131180891848911E+02,  2.434016682011009E+06,  1.142078146351533E-05,  3.351515116716539E+02,  3.343604687337080E+02,  1.494819840470009E+08,  1.518927833487302E+08,  3.152148573633522E+07,
2434022.500000000, A.D. 1952-Jan-11 00:00:00.0000,  1.591154428598426E-02,  1.470918866174663E+08,  5.655686492834790E-03,  5.858822779636521E+00,  9.690645858693247E+01,  2.434015027152822E+06,  1.142213345070359E-05,  7.374746106797924E+00,  7.613490537298322E+00,  1.494701881354174E+08,  1.518484896533686E+08,  3.151775467811789E+07,
2434053.500000000, A.D. 1952-Feb-11 00:00:00.0000,  1.608629109525981E-02,  1.470627396271932E+08,  4.588323901761638E-03,  1.006678401265869E+01,  9.091540072100794E+01,  2.434013272013677E+06,  1.142248617035496E-05,  3.970111254677719E+01,  4.089701896134048E+01,  1.494671110852785E+08,  1.518714825433638E+08,  3.151678142840007E+07,
2434082.500000000, A.D. 1952-Mar-11 00:00:00.0000,  1.638957853120775E-02,  1.470185088321216E+08,  4.118501544517962E-03,  3.587803961493618E+02,  1.014372214453866E+02,  2.434012529217344E+06,  1.142235789336712E-05,  6.905358618406594E+01,  7.082023606955119E+01,  1.494682301277205E+08,  1.519179514233194E+08,  3.151713537264048E+07,
2434113.500000000, A.D. 1952-Apr-11 00:00:00.0000,  1.694812686974512E-02,  1.469338400256019E+08,  5.183407287483340E-03,  3.523400865591993E+02,  1.076967589384005E+02,  2.434012402140959E+06,  1.142249590694717E-05,  9.977384572664241E+01,  1.016805578544000E+02,  1.494670261475948E+08,  1.520002122695878E+08,  3.151675456333914E+07,
2434143.500000000, A.D. 1952-May-11 00:00:00.0000,  1.736979612568276E-02,  1.468712489437441E+08,  6.251202886073502E-03,  3.595394546870102E+02,  1.013187366715226E+02,  2.434013279987297E+06,  1.142244521105745E-05,  1.285140349859884E+02,  1.300504889959586E+02,  1.494674683972259E+08,  1.520636878507076E+08,  3.151689444318836E+07,
2434174.500000000, A.D. 1952-Jun-11 00:00:00.0000,  1.751586549236326E-02,  1.468693042948331E+08,  6.565914621217456E-03,  1.379858789226271E+01,  8.891968682059355E+01,  2.434015189725396E+06,  1.142012517332479E-05,  1.571912591648800E+02,  1.579539235716907E+02,  1.494877109322842E+08,  1.521061175697354E+08,  3.152329720876358E+07,
2434204.500000000, A.D. 1952-Jul-11 00:00:00.0000,  1.735503218534495E-02,  1.469059149306527E+08,  5.651197688704324E-03,  1.737505818683185E+01,  8.668141856101546E+01,  2.434381459692683E+06,  1.141865969006681E-05,  1.854164871700032E+02,  1.852327326396739E+02,  1.495005009361244E+08,  1.520950869415960E+08,  3.152734294316233E+07,
2434235.500000000, A.D. 1952-Aug-11 00:00:00.0000,  1.683641812691221E-02,  1.470243873250875E+08,  5.447036187294392E-03,  3.257961618394891E+00,  1.012700348668044E+02,  2.434382035837720E+06,  1.141389068770777E-05,  2.154921955001679E+02,  2.143910031557707E+02,  1.495421413443548E+08,  1.520598953636222E+08,  3.154051583722484E+07,
2434266.500000000, A.D. 1952-Sep-11 00:00:00.0000,  1.645190577775256E-02,  1.471234869809866E+08,  6.928164787593716E-03,  3.561136399045966E+02,  1.074460843476931E+02,  2.434381120238914E+06,  1.140905014961098E-05,  2.470140241407789E+02,  2.452925524233714E+02,  1.495844360283431E+08,  1.520453850756997E+08,  3.155389758824708E+07,
2434296.500000000, A.D. 1952-Oct-11 00:00:00.0000,  1.639404907589903E-02,  1.471447161980368E+08,  7.675391253054244E-03,  1.161098123349534E+00,  1.014777905531930E+02,  2.434380200151513E+06,  1.140758768176077E-05,  2.775038269798781E+02,  2.756366289438456E+02,  1.495972203704073E+08,  1.520497245427779E+08,  3.155794283971119E+07,
2434327.500000000, A.D. 1952-Nov-11 00:00:00.0000,  1.660481496766818E-02,  1.471486919272014E+08,  7.387553781368409E-03,  7.220591441497622E+00,  9.417496869399469E+01,  2.434378957322858E+06,  1.140345910083484E-05,  3.093012164174440E+02,  3.078093648647539E+02,  1.496333256119852E+08,  1.521179592967691E+08,  3.156936827823100E+07,
2434357.500000000, A.D. 1952-Dec-11 00:00:00.0000,  1.685125214097911E-02,  1.471189373615619E+08,  6.439313499105896E-03,  6.079473816033858E+00,  9.518287734456331E+01,  2.434378814398136E+06,  1.140263120907307E-05,  3.390013248727024E+02,  3.382955026612124E+02,  1.496405683086503E+08,  1.521621992557388E+08,  3.157166038252189E+07,
2434388.500000000, A.D. 1953-Jan-11 00:00:00.0000,  1.725063403966070E-02,  1.470917215386030E+08,  6.423654692179625E-03,  3.524994031133591E+02,  1.093896697717466E+02,  2.434379430895251E+06,  1.139884672044683E-05,  8.931801737217489E+00,  9.245386139072588E+00,  1.496736875478576E+08,  1.522556535571122E+08,  3.158214237184586E+07,
2434419.500000000, A.D. 1953-Feb-11 00:00:00.0000,  1.742341521966681E-02,  1.470991238410110E+08,  7.854759952372656E-03,  3.480665378762571E+02,  1.154769706319041E+02,  2.434381065380001E+06,  1.139498055674534E-05,  3.783989499218022E+01,  3.908603017226687E+01,  1.497075404803146E+08,  1.523159571196182E+08,  3.159285776814208E+07,
2434447.500000000, A.D. 1953-Mar-11 00:00:00.0000,  1.721177787928348E-02,  1.470954674157760E+08,  8.153775682853956E-03,  3.546709837755472E+02,  1.090765123345879E+02,  2.434381275282556E+06,  1.139908732120069E-05,  6.522347551415950E+01,  6.703023343036261E+01,  1.496715814301936E+08,  1.522476954446112E+08,  3.158147576696346E+07,
2434478.500000000, A.D. 1953-Apr-11 00:00:00.0000,  1.686950101672416E-02,  1.471842339905340E+08,  7.740270973970943E-03,  8.852003348474877E-01,  1.044081651136719E+02,  2.434382773548163E+06,  1.139472681222216E-05,  9.424311270213481E+01,  9.616755158724101E+01,  1.497097629894989E+08,  1.522352919884638E+08,  3.159356129660418E+07,
2434508.500000000, A.D. 1953-May-11 00:00:00.0000,  1.639386435844328E-02,  1.472659240091693E+08,  6.425792190533261E-03,  3.589216673937885E+02,  1.064718485572103E+02,  2.434382821716466E+06,  1.139351019814091E-05,  1.237176119627473E+02,  1.252624295643597E+02,  1.497204202707776E+08,  1.521749165323858E+08,  3.159693489884631E+07,
2434539.500000000, A.D. 1953-Jun-11 00:00:00.0000,  1.592079629940579E-02,  1.473486360100708E+08,  6.089517611049401E-03,  3.425820636389537E+02,  1.216408730614074E+02,  2.434381559882460E+06,  1.139213185140731E-05,  1.554573292106149E+02,  1.562016224056422E+02,  1.497324965876442E+08,  1.521163571652175E+08,  3.160075784722663E+07,
2434569.500000000, A.D. 1953-Jul-11 00:00:00.0000,  1.584680416761863E-02,  1.473564230112176E+08,  7.081203204964052E-03,  3.393788071680215E+02,  1.231662090338355E+02,  2.434745553530890E+06,  1.139251361350102E-05,  1.867081898275474E+02,  1.865001645359827E+02,  1.497291515540787E+08,  1.521018800969399E+08,  3.159969890870896E+07,
2434600.500000000, A.D. 1953-Aug-11 00:00:00.0000,  1.611621441713598E-02,  1.473083576017974E+08,  7.489049639333436E-03,  3.457454390356447E+02,  1.151198713551212E+02,  2.434743781467083E+06,  1.139340999135348E-05,  2.189550673170346E+02,  2.178119708617625E+02,  1.497212981455226E+08,  1.521342386892478E+08,  3.159721279873242E+07,
2434631.500000000, A.D. 1953-Sep-11 00:00:00.0000,  1.660783136022088E-02,  1.472213811295534E+08,  6.431023604812900E-03,  3.527900273150823E+02,  1.075109481805505E+02,  2.434743142370972E+06,  1.139496218560602E-05,  2.500853245458231E+02,  2.483088635975493E+02,  1.497077013875237E+08,  1.521940216454940E+08,  3.159290870265000E+07,
2434661.500000000, A.D. 1953-Oct-11 00:00:00.0000,  1.700703687047142E-02,  1.471589678332621E+08,  5.312977634379242E-03,  3.499462908415633E+02,  1.106160217820210E+02,  2.434743368597331E+06,  1.139526988529775E-05,  2.793961645881498E+02,  2.774671186059992E+02,  1.497050063967457E+08,  1.522510449602293E+08,  3.159205561813629E+07,
2434692.500000000, A.D. 1953-Nov-11 00:00:00.0000,  1.728133681032170E-02,  1.470969509647655E+08,  5.079893199164832E-03,  3.357902071039257E+02,  1.261339278158519E+02,  2.434744696848256E+06,  1.139770472075140E-05,  3.085985436095801E+02,  3.070299369383484E+02,  1.496836851427271E+08,  1.522704193206888E+08,  3.158530676308545E+07,
2434722.500000000, A.D. 1953-Dec-11 00:00:00.0000,  1.728595216972187E-02,  1.470872239590036E+08,  6.023537015269997E-03,  3.350073079361541E+02,  1.281096163059327E+02,  2.434745877618078E+06,  1.139875504737945E-05,  3.369764958855720E+02,  3.361860976825895E+02,  1.496744900347722E+08,  1.522617561105408E+08,  3.158239636729130E+07,
2434753.500000000, A.D. 1954-Jan-11 00:00:00.0000,  1.686189779392400E-02,  1.471068455893655E+08,  6.111759832524371E-03,  3.481770664359064E+02,  1.159339701211705E+02,  2.434746860430763E+06,  1.140385190873318E-05,  6.541919797458624E+00,  6.766762737858516E+00,  1.496298894929112E+08,  1.521529333964568E+08,  3.156828086519684E+07,
2434784.500000000, A.D. 1954-Feb-11 00:00:00.0000,  1.637492756393739E-02,  1.471300854908356E+08,  4.830482355139768E-03,  9.326101526629610E-01,  1.025851269391254E+02,  2.434746267292699E+06,  1.140962199066750E-05,  3.768947176155025E+01,  3.885548034920467E+01,  1.495794379523599E+08,  1.520287904138843E+08,  3.155231613233655E+07,
2434812.500000000, A.D. 1954-Mar-11 00:00:00.0000,  1.641232600390860E-02,  1.471673074589060E+08,  4.376408241403413E-03,  3.544849707148289E+02,  1.093065836964019E+02,  2.434746520969565E+06,  1.140464317863861E-05,  6.501317466687505E+01,  6.673250134490725E+01,  1.496229683938585E+08,  1.520786293288110E+08,  3.156609061424172E+07,
2434843.500000000, A.D. 1954-Apr-11 00:00:00.0000,  1.633247064719889E-02,  1.471365728227474E+08,  4.154699676776442E-03,  3.419588167287387E+02,  1.202122265573274E+02,  2.434744911355109E+06,  1.140960609598156E-05,  9.718769696356070E+01,  9.903949883484506E+01,  1.495795768714203E+08,  1.520225809200932E+08,  3.155236008776774E+07,
2434873.500000000, A.D. 1954-May-11 00:00:00.0000,  1.650821738016681E-02,  1.471008211686479E+08,  5.111670467589458E-03,  3.414527761514022E+02,  1.200371477204515E+02,  2.434744239723646E+06,  1.141070714602795E-05,  1.274357801455447E+02,  1.289190758033074E+02,  1.495699544909258E+08,  1.520390878132037E+08,  3.154931551506125E+07,
2434904.500000000, A.D. 1954-Jun-11 00:00:00.0000,  1.692379429032037E-02,  1.470083280697247E+08,  5.745076549720957E-03,  3.556850166793423E+02,  1.055687501525679E+02,  2.434744064230634E+06,  1.141423924026471E-05,  1.582201947659793E+02,  1.589258711039031E+02,  1.495390969854670E+08,  1.520698659012094E+08,  3.153955269573018E+07,
2434934.500000000, A.D. 1954-Jul-11 00:00:00.0000,  1.715973124083721E-02,  1.469654811834677E+08,  5.369577992695650E-03,  6.479790553459464E+00,  9.545013170704794E+01,  2.435109797938114E+06,  1.141512057816547E-05,  1.871095305017804E+02,  1.868712377770948E+02,  1.495313998163830E+08,  1.520973184492984E+08,  3.153711759195940E+07,
2434965.500000000, A.D. 1954-Aug-11 00:00:00.0000,  1.734980571637605E-02,  1.469066447789679E+08,  4.332037480607896E-03,  1.139793854815411E+01,  9.202088955922177E+01,  2.435111291809610E+06,  1.141866569583350E-05,  2.161657784052038E+02,  2.150128088010844E+02,  1.495004485152180E+08,  1.520942522514681E+08,  3.152732636102645E+07,
2434996.500000000, A.D. 1954-Sep-11 00:00:00.0000,  1.716943407415155E-02,  1.469053529717849E+08,  4.334472554102300E-03,  3.582538410133838E+02,  1.068927596517913E+02,  2.435113051568239E+06,  1.142196044855732E-05,  2.449802244119118E+02,  2.432136984986722E+02,  1.494716974267042E+08,  1.520380418816235E+08,  3.151823206019513E+07,
2435026.500000000, A.D. 1954-Oct-11 00:00:00.0000,  1.674050363841625E-02,  1.469585167612391E+08,  5.566536584723809E-03,  3.548686566255481E+02,  1.110266749578608E+02,  2.435113842271402E+06,  1.142323696517486E-05,  2.737960015712367E+02,  2.718795919556982E+02,  1.494605618405302E+08,  1.519626069198213E+08,  3.151470998084906E+07,
2435057.500000000, A.D. 1954-Nov-11 00:00:00.0000,  1.615263195314758E-02,  1.470380263612295E+08,  6.855532460418720E-03,  6.045156245936611E+00,  9.941310099600398E+01,  2.435113451748068E+06,  1.142421050361232E-05,  3.047727270544339E+02,  3.032347953605702E+02,  1.494520706531252E+08,  1.518661149450209E+08,  3.151202438769562E+07,
2435087.500000000, A.D. 1954-Dec-11 00:00:00.0000,  1.588393822244693E-02,  1.470840082850070E+08,  6.426514456462841E-03,  1.482334559318065E+01,  8.910786394449791E+01,  2.435111953289682E+06,  1.142353184667815E-05,  3.358647705510249E+02,  3.351068185976788E+02,  1.494579897612255E+08,  1.518319712374439E+08,  3.151389647543062E+07,
2435118.500000000, A.D. 1955-Jan-11 00:00:00.0000,  1.601581358123688E-02,  1.470861931122485E+08,  5.419281627140546E-03,  1.018118606270537E+01,  9.166431969176114E+01,  2.435109895713201E+06,  1.142098125077677E-05,  8.490476005408144E+00,  8.766913556645614E+00,  1.494802407827027E+08,  1.518742884531569E+08,  3.152093433088471E+07,
2435149.500000000, A.D. 1955-Feb-11 00:00:00.0000,  1.645987586337169E-02,  1.470466093532065E+08,  5.959675678086728E-03,  3.552873006440669E+02,  1.055589761155158E+02,  2.435108919024480E+06,  1.141785970263170E-05,  4.003325727117193E+01,  4.126580866965016E+01,  1.495074839801651E+08,  1.519683586071236E+08,  3.152955189290192E+07,
2435177.500000000, A.D. 1955-Mar-11 00:00:00.0000,  1.660547950147602E-02,  1.469980278142173E+08,  6.272062538950108E-03,  3.554358865891513E+02,  1.047598328399526E+02,  2.435108291959543E+06,  1.142098380238562E-05,  6.829262574185161E+01,  7.007391917499241E+01,  1.494802185187059E+08,  1.519624092231944E+08,  3.152092728866343E+07,
2435208.500000000, A.D. 1955-Apr-11 00:00:00.0000,  1.706224626641916E-02,  1.469506960951149E+08,  7.414656240214782E-03,  1.000385142544488E+00,  9.983135495857495E+01,  2.435108960932386E+06,  1.141854202428708E-05,  9.820146469900321E+01,  1.001304225694473E+02,  1.495015279827627E+08,  1.520523598704105E+08,  3.152766782609243E+07,
2435238.500000000, A.D. 1955-May-11 00:00:00.0000,  1.728828625435481E-02,  1.469241955813794E+08,  7.175711420045350E-03,  7.905785569422875E+00,  9.387250970681214E+01,  2.435109941965593E+06,  1.141769186932774E-05,  1.268210324899952E+02,  1.283864374330457E+02,  1.495089490908498E+08,  1.520937026003202E+08,  3.153001535862925E+07,
2435269.500000000, A.D. 1955-Jun-11 00:00:00.0000,  1.721403265840201E-02,  1.469648269701030E+08,  6.145701387006558E-03,  5.605273863375524E+00,  9.770911194581534E+01,  2.435111487887386E+06,  1.141425078726861E-05,  1.558301657014566E+02,  1.566222385580641E+02,  1.495389961332453E+08,  1.521131652963876E+08,  3.153952078935764E+07,
2435299.500000000, A.D. 1955-Jul-11 00:00:00.0000,  1.699608174432688E-02,  1.470095832134436E+08,  5.968544348695213E-03,  3.543784057788680E+02,  1.097479837959659E+02,  2.435477395575602E+06,  1.141283413456719E-05,  1.845827109262308E+02,  1.844303305293767E+02,  1.495513705319813E+08,  1.520931578505190E+08,  3.154343572817132E+07,
2435330.500000000, A.D. 1955-Aug-11 00:00:00.0000,  1.649755333885118E-02,  1.471284678550327E+08,  7.350679786799963E-03,  3.466873568194773E+02,  1.172736797789429E+02,  2.435477313775694E+06,  1.140767658254879E-05,  2.152969282676650E+02,  2.142227379144558E+02,  1.495964431552895E+08,  1.520644184555463E+08,  3.155769690654800E+07,
2435361.500000000, A.D. 1955-Sep-11 00:00:00.0000,  1.625005977316821E-02,  1.472141037410550E+08,  7.868934056992821E-03,  3.523388023787267E+02,  1.100116522932836E+02,  2.435475734005596E+06,  1.140202663714278E-05,  2.474640713083646E+02,  2.457576866233409E+02,  1.496458578763528E+08,  1.520776120116506E+08,  3.157333441296116E+07,
2435391.500000000, A.D. 1955-Oct-11 00:00:00.0000,  1.642422857816235E-02,  1.472035627096754E+08,  6.921746737074581E-03,  3.571502460580476E+02,  1.041285283678850E+02,  2.435474641094987E+06,  1.140022316991883E-05,  2.781077439650929E+02,  2.762393993008113E+02,  1.496616396893153E+08,  1.521197166689552E+08,  3.157832918130175E+07,
2435422.500000000, A.D. 1955-Nov-11 00:00:00.0000,  1.689475645583784E-02,  1.471644330167344E+08,  5.552303444825221E-03,  3.478958660601290E+02,  1.127608567638447E+02,  2.435473994857444E+06,  1.139658746921715E-05,  3.092948080923375E+02,  3.077764240979084E+02,  1.496934676964965E+08,  1.522225023762587E+08,  3.158840319283127E+07,
2435452.500000000, A.D. 1955-Dec-11 00:00:00.0000,  1.723987232894605E-02,  1.471189481443910E+08,  5.948386751395075E-03,  3.380225568912286E+02,  1.232908991938948E+02,  2.435474630003004E+06,  1.139586975624803E-05,  3.382107294002894E+02,  3.374624800418661E+02,  1.496997527698174E+08,  1.522805573952439E+08,  3.159039263349096E+07,
2435483.500000000, A.D. 1956-Jan-11 00:00:00.0000,  1.750978682090586E-02,  1.470971401634763E+08,  6.857811978907491E-03,  3.391276774061843E+02,  1.236098875770645E+02,  2.435476032907763E+06,  1.139370857810357E-05,  7.350728216380442E+00,  7.613132099658841E+00,  1.497186823749689E+08,  1.523402245864615E+08,  3.159638475323548E+07,
2435514.500000000, A.D. 1956-Feb-11 00:00:00.0000,  1.743884625008714E-02,  1.471198596785382E+08,  6.617014279756156E-03,  3.485437671639297E+02,  1.158944679878791E+02,  2.435477708790364E+06,  1.139230316634832E-05,  3.621340345231730E+01,  3.741504628957960E+01,  1.497309954877211E+08,  1.523421312969039E+08,  3.160028264200364E+07,
2435543.500000000, A.D. 1956-Mar-11 00:00:00.0000,  1.717717650538482E-02,  1.471562994769446E+08,  6.003795176741298E-03,  3.529130913772754E+02,  1.123326876226697E+02,  2.435478499742330E+06,  1.139262138071352E-05,  6.398121530441942E+01,  6.576660527477699E+01,  1.497282073219485E+08,  1.523001151669525E+08,  3.159939999493367E+07,
2435574.500000000, A.D. 1956-Apr-11 00:00:00.0000,  1.664512886706476E-02,  1.472424816175387E+08,  4.531847863074210E-03,  3.445756725057123E+02,  1.212404763271101E+02,  2.435479019698267E+06,  1.139186472548317E-05,  9.397716606378437E+01,  9.587687368618215E+01,  1.497348372799525E+08,  1.522271929423663E+08,  3.160149884809407E+07,
2435604.500000000, A.D. 1956-May-11 00:00:00.0000,  1.617838834033444E-02,  1.473120339972919E+08,  4.883497205357266E-03,  3.312977188483836E+02,  1.338783371492636E+02,  2.435478322167433E+06,  1.139190357729837E-05,  1.241918526698609E+02,  1.257079152113395E+02,  1.497344968350337E+08,  1.521569596727754E+08,  3.160139107193666E+07,
2435635.500000000, A.D. 1956-Jun-11 00:00:00.0000,  1.593413861704743E-02,  1.473329387276069E+08,  5.792618444936454E-03,  3.362840134516295E+02,  1.268842378637035E+02,  2.435476245865149E+06,  1.139372080548941E-05,  1.567725537261498E+02,  1.574796926870685E+02,  1.497185752593359E+08,  1.521042117910650E+08,  3.159635084498074E+07,
2435665.500000000, A.D. 1956-Jul-11 00:00:00.0000,  1.605243825228406E-02,  1.473051982998198E+08,  5.793837299939241E-03,  3.498979534121463E+02,  1.116110203819566E+02,  2.435840196823834E+06,  1.139488437956440E-05,  1.880078305761656E+02,  1.877565734630622E+02,  1.497083828717173E+08,  1.521115674436148E+08,  3.159312442394102E+07,
2435696.500000000, A.D. 1956-Aug-11 00:00:00.0000,  1.655324455908925E-02,  1.471955157339487E+08,  4.547971878736494E-03,  4.442888139467311E+00,  9.632445126578349E+01,  2.435839348777869E+06,  1.139891486708039E-05,  2.193130606063062E+02,  2.181303213287094E+02,  1.496730910134085E+08,  1.521506662928683E+08,  3.158195356293657E+07,
